compiled_index,source_sim_id,registry_poisson_ratio,source_file,source_frames,compiled_frames,first_source_frame,last_source_frame
49,49,0.4584,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_988.pt,1500,200,0,1393
50,50,0.4105,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_469.pt,1500,200,0,1393
51,51,0.5582,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_4.pt,1500,200,0,1393
52,52,0.3442,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1228.pt,1500,200,0,1393
53,53,0.3081,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1074.pt,1500,200,0,1393
54,54,0.448,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1322.pt,1500,200,0,1393
55,55,0.3834,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1061.pt,1500,200,0,1393
56,56,0.2926,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_514.pt,1500,200,0,1393
57,57,0.3957,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_910.pt,1500,200,0,1393
58,58,0.412,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_607.pt,1500,200,0,1393
59,59,0.2497,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_478.pt,1500,200,0,1393
60,60,0.3658,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1010.pt,1500,200,0,1393
61,61,0.4869,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1307.pt,1500,200,0,1393
62,62,0.4202,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1238.pt,1500,200,0,1393
63,63,0.3134,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1285.pt,1500,200,0,1393
64,64,0.3683,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1297.pt,1500,200,0,1393
65,65,0.5541,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_581.pt,1500,200,0,1393
66,66,0.3788,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_932.pt,1500,200,0,1393
67,67,0.38,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_588.pt,1500,200,0,1393
68,68,0.3632,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_751.pt,1500,200,0,1393
69,69,0.2955,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_16.pt,1500,200,0,1393
70,70,0.4004,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_718.pt,1500,200,0,1393
71,71,0.2868,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1264.pt,1500,200,0,1393
72,72,0.5257,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1111.pt,1500,200,0,1393
73,73,0.3175,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_387.pt,1500,200,0,1393
74,74,0.4031,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1042.pt,1500,200,0,1393
75,75,0.3687,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_28.pt,1500,200,0,1393
76,76,0.5872,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1267.pt,1500,200,0,1393
77,77,0.5025,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1070.pt,1500,200,0,1393
78,78,0.5995,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_626.pt,1500,200,0,1393
79,79,0.3871,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_896.pt,1500,200,0,1393
80,80,0.464,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_917.pt,1500,200,0,1393
81,81,0.4867,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_666.pt,1500,200,0,1393
82,82,0.3841,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1180.pt,1500,200,0,1393
83,83,0.4718,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_936.pt,1500,200,0,1393
84,84,0.5752,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1195.pt,1500,200,0,1393
85,85,0.4598,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_719.pt,1500,200,0,1393
86,86,0.4678,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1315.pt,1500,200,0,1393
87,87,0.5237,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_610.pt,1500,200,0,1393
88,88,0.3692,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1344.pt,1500,200,0,1393
89,89,0.3506,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_537.pt,1500,200,0,1393
90,90,0.5405,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1157.pt,1500,200,0,1393
91,91,0.4469,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_408.pt,1500,200,0,1393
92,92,0.3401,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_119.pt,1500,200,0,1393
93,93,0.3533,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_627.pt,1500,200,0,1393
94,94,0.4276,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1268.pt,1500,200,0,1393
95,95,0.2999,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_9.pt,1500,200,0,1393
96,96,0.3935,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_293.pt,1500,200,0,1393
97,97,0.2746,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_550.pt,1500,200,0,1393
98,98,0.3849,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_725.pt,1500,200,0,1393
99,99,0.4628,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_337.pt,1500,200,0,1393
100,100,0.4414,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_342.pt,1500,200,0,1393
101,101,0.5299,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_813.pt,1500,200,0,1393
102,102,0.5507,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_162.pt,1500,200,0,1393
103,103,0.4726,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1128.pt,1500,200,0,1393
104,104,0.7316,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1200.pt,1500,200,0,1393
105,105,0.4128,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1019.pt,1500,200,0,1393
106,106,0.3635,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_846.pt,1500,200,0,1393
107,107,0.3936,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_181.pt,1500,200,0,1393
108,108,0.6851,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_270.pt,1500,200,0,1393
109,109,0.4302,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1280.pt,1500,200,0,1393
110,110,0.4428,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_186.pt,1500,200,0,1393
111,111,0.5825,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_763.pt,1500,200,0,1393
112,112,0.4645,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_756.pt,1500,200,0,1393
113,113,0.4439,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1237.pt,1500,200,0,1393
114,114,0.4333,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_359.pt,1500,200,0,1393
115,115,0.5009,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_399.pt,1500,200,0,1393
116,116,0.4215,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_777.pt,1500,200,0,1393
117,117,0.3152,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1078.pt,1500,200,0,1393
118,118,0.4229,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1144.pt,1500,200,0,1393
119,119,0.378,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_532.pt,1500,200,0,1393
120,120,0.4226,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_210.pt,1500,200,0,1393
121,121,0.4053,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_368.pt,1500,200,0,1393
122,122,0.5357,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_358.pt,1500,200,0,1393
123,123,0.5133,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_437.pt,1500,200,0,1393
124,124,0.4818,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_505.pt,1500,200,0,1393
125,125,0.5081,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_658.pt,1500,200,0,1393
126,126,0.4202,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_250.pt,1500,200,0,1393
127,127,0.436,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_177.pt,1500,200,0,1393
128,128,0.3494,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_37.pt,1500,200,0,1393
129,129,0.323,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_51.pt,1500,200,0,1393
130,130,0.4353,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_103.pt,1500,200,0,1393
131,131,0.585,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1146.pt,1500,200,0,1393
132,132,0.4718,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_79.pt,1500,200,0,1393
133,133,0.6607,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1203.pt,1500,200,0,1393
134,134,0.4672,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_628.pt,1500,200,0,1393
135,135,0.3179,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1347.pt,1500,200,0,1393
136,136,0.4111,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1088.pt,1500,200,0,1393
137,137,0.3817,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_18.pt,1500,200,0,1393
138,138,0.403,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1137.pt,1500,200,0,1393
139,139,0.3483,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_597.pt,1500,200,0,1393
140,140,0.5159,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_729.pt,1500,200,0,1393
141,141,0.358,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_354.pt,1500,200,0,1393
142,142,0.3432,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1234.pt,1500,200,0,1393
143,143,0.3221,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_102.pt,1500,200,0,1393
144,144,0.3547,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_438.pt,1500,200,0,1393
145,145,0.3972,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1064.pt,1500,200,0,1393
146,146,0.4103,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_929.pt,1500,200,0,1393
147,147,0.4865,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_517.pt,1500,200,0,1393
148,148,0.4269,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_945.pt,1500,200,0,1393
149,149,0.4628,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_694.pt,1500,200,0,1393
150,150,0.4859,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_305.pt,1500,200,0,1393
151,151,0.3269,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_400.pt,1500,200,0,1393
152,152,0.4127,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_891.pt,1500,200,0,1393
153,153,0.4688,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_425.pt,1500,200,0,1393
154,154,0.4568,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_992.pt,1500,200,0,1393
155,155,0.4178,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_905.pt,1500,200,0,1393
156,156,0.4252,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1324.pt,1500,200,0,1393
157,157,0.3889,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1076.pt,1500,200,0,1393
158,158,0.3931,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_829.pt,1500,200,0,1393
159,159,0.3473,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1012.pt,1500,200,0,1393
160,160,0.3295,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_30.pt,1500,200,0,1393
161,161,0.4389,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_549.pt,1500,200,0,1393
162,162,0.5362,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1289.pt,1500,200,0,1393
163,163,0.3843,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1077.pt,1500,200,0,1393
164,164,0.495,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_600.pt,1500,200,0,1393
165,165,0.6775,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_173.pt,1500,200,0,1393
166,166,0.5156,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_366.pt,1500,200,0,1393
167,167,0.3722,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_360.pt,1500,200,0,1393
168,168,0.3959,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1317.pt,1500,200,0,1393
169,169,0.4273,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_883.pt,1500,200,0,1393
170,170,0.4189,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_155.pt,1500,200,0,1393
171,171,0.3541,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_73.pt,1500,200,0,1393
172,172,0.4672,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_780.pt,1500,200,0,1393
173,173,0.4105,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_158.pt,1500,200,0,1393
174,174,0.246,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_577.pt,1500,200,0,1393
175,175,0.4588,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_0.pt,1500,200,0,1393
176,176,0.4146,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_668.pt,1500,200,0,1393
177,177,0.4976,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1201.pt,1500,200,0,1393
178,178,0.3855,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1308.pt,1500,200,0,1393
179,179,0.4316,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1103.pt,1500,200,0,1393
180,180,0.3516,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1226.pt,1500,200,0,1393
181,181,0.3997,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_914.pt,1500,200,0,1393
182,182,0.4533,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_713.pt,1500,200,0,1393
183,183,0.4316,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1143.pt,1500,200,0,1393
184,184,0.3688,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_869.pt,1500,200,0,1393
185,185,0.3734,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1333.pt,1500,200,0,1393
186,186,0.4925,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1271.pt,1500,200,0,1393
187,187,0.4112,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_531.pt,1500,200,0,1393
188,188,0.4945,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_501.pt,1500,200,0,1393
189,189,0.2726,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_133.pt,1500,200,0,1393
190,190,0.5754,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_1139.pt,1500,200,0,1393
191,191,0.4028,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_617.pt,1500,200,0,1393
192,192,0.2688,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_104.pt,1500,200,0,1393
193,193,0.5393,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_806.pt,1500,200,0,1393
194,194,0.4333,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_851.pt,1500,200,0,1393
195,195,0.479,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_182.pt,1500,200,0,1393
196,196,0.5996,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_351.pt,1500,200,0,1393
197,197,0.2532,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_39.pt,1500,200,0,1393
198,198,0.439,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_661.pt,1500,200,0,1393
199,199,0.4336,/home/alexz/crap/data_LJ_noisy_eps0.01_sigma1.0_cutoff1.122/chunk_519.pt,1500,200,0,1393
